sample	HS_poly	PAPS	HS_N	HS_2O	HS_6O	HS_3O	reach_FGF_like	reach_WNT_like	reach_SHH_like
GTEX-14BMV-2826-SM-5TDED	0.183716678971919	0.178178653286766	-0.0445784760032173	0.297075877676062	-0.236677807585151	0.22218882640517	-0.0445784760032173	-0.236677807585151	-0.236677807585151
GTEX-14BMV-2926-SM-5TDEE	-0.513976996149837	-0.247938533136457	0.95910064487105	0.10960082288427	0.950095464592624	0.717149217969871	-0.513976996149837	-0.513976996149837	-0.513976996149837
GTEX-14BMV-3026-SM-5S2PQ	-0.667003179347312	-0.240496455981856	0.938360052859978	0.696401064591092	2.2886905102133	0.839974569868781	-0.667003179347312	-0.667003179347312	-0.667003179347312
GTEX-14BMV-3126-SM-5S2UV	-0.778799609998512	-0.515343510539316	0.223957082659353	0.483319614165211	-0.0577383534202486	-0.337361133800812	-0.778799609998512	-0.778799609998512	-0.778799609998512
GTEX-14C38-0006-SM-5NQBF	-2.50533297467144	-2.66697146083075	-1.12283173857433	-2.59641932767947	-1.63161675055442	-0.58402055936335	-2.66697146083075	-2.66697146083075	-2.66697146083075
GTEX-14C38-0126-SM-5YY9V	-0.513091489103503	-0.475104081706184	0.35059544836834	-0.0155026504530503	0.0823313555168427	0.0715990394410255	-0.513091489103503	-0.513091489103503	-0.513091489103503
GTEX-14C38-0426-SM-5TDDZ	-1.82166294434559	-1.74590505956222	-0.998068792610228	-2.28181291802245	0.308919353986602	-0.525299738264212	-2.28181291802245	-1.82166294434559	-1.82166294434559
GTEX-14C38-0626-SM-5S2TV	-0.291693087835006	0.585570099532867	0.655041335902921	0.12802137091722	-0.139110596772803	-0.293099125518319	-0.291693087835006	-0.291693087835006	-0.293099125518319
GTEX-14C38-0726-SM-5SI6M	0.597423804232435	0.248092579886229	-0.100290141018309	0.0805210182169455	-0.45437553864283	0.0322364384329462	-0.100290141018309	-0.45437553864283	-0.45437553864283
GTEX-14C38-0826-SM-5S2U8	0.288282178495319	0.417940239141497	0.358016812173072	0.440081549933086	-0.0469962322425784	0.196125442511575	0.288282178495319	-0.0469962322425784	-0.0469962322425784
GTEX-14C38-1026-SM-73KY7	0.403814337254779	0.239470744624168	-0.0737980561616967	0.542458893035647	-0.541940923336534	-0.075008363810423	-0.0737980561616967	-0.541940923336534	-0.541940923336534
